browseAvailable,browseURL,sceneID,acquisitionDate,cloudCover,path,row,DATA_TYPE_L1,sensor,cloudCoverFull,sceneStartTime,sunElevation,sunAzimuth
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2007/LT50430302007131PAC01_REFL.jpg,LT50430302007131PAC01,2007-05-11,1,43,30,L1T,LANDSAT_TM,16.8,2007:131:18:32:38.07119,59.76449437,140.53589446
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2007/LT50430302007115PAC01_REFL.jpg,LT50430302007115PAC01,2007-04-25,5,43,30,L1T,LANDSAT_TM,51.62,2007:115:18:32:47.20575,55.45531351,144.00474866
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2007/LT50430302007099PAC01_REFL.jpg,LT50430302007099PAC01,2007-04-09,6,43,30,L1T,LANDSAT_TM,61.45,2007:099:18:32:54.47025,50.00854604,146.6240513
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2007/LT50430302007083PAC01_REFL.jpg,LT50430302007083PAC01,2007-03-24,5,43,30,L1T,LANDSAT_TM,60.33,2007:083:18:33:00.03094,43.89598042,148.61256462
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2007/LT50430302007067PAC01_REFL.jpg,LT50430302007067PAC01,2007-03-08,6,43,30,L1T,LANDSAT_TM,65.64,2007:067:18:33:03.63869,37.62808099,150.34123332
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2007/LT50430302007051PAC01_REFL.jpg,LT50430302007051PAC01,2007-02-20,3,43,30,L1T,LANDSAT_TM,40.52,2007:051:18:33:04.77169,31.72826137,152.12462122
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2007/LT50430302007035PAC01_REFL.jpg,LT50430302007035PAC01,2007-02-04,0,43,30,L1T,LANDSAT_TM,1.4,2007:035:18:33:03.13281,26.71088214,154.13536602
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2007/LT50430302007019PAC01_REFL.jpg,LT50430302007019PAC01,2007-01-19,8,43,30,L1T,LANDSAT_TM,86.35,2007:019:18:32:58.99831,23.04240308,156.37163418
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2007/LT50430302007003PAC01_REFL.jpg,LT50430302007003PAC01,2007-01-03,9,43,30,L1G,LANDSAT_TM,98.72,2007:003:18:32:52.94456,21.07818394,158.65058905
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006352EDC00_REFL.jpg,LT50430302006352EDC00,2006-12-18,0,43,30,L1T,LANDSAT_TM,0.0,2006:352:18:32:46.71750,20.9955608,160.64935865
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006336EDC00_REFL.jpg,LT50430302006336EDC00,2006-12-02,0,43,30,L1T,LANDSAT_TM,0.0,2006:336:18:32:40.20506,22.74984152,161.97694412
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006320PAC01_REFL.jpg,LT50430302006320PAC01,2006-11-16,5,43,30,L1T,LANDSAT_TM,60.1,2006:320:18:32:32.81013,26.08880206,162.27930357
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006304PAC01_REFL.jpg,LT50430302006304PAC01,2006-10-31,0,43,30,L1T,LANDSAT_TM,1.59,2006:304:18:32:24.33938,30.61473974,161.31481301
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006288PAC01_REFL.jpg,LT50430302006288PAC01,2006-10-15,9,43,30,L1G,LANDSAT_TM,99.96,2006:288:18:32:14.10138,35.8633721,158.97993568
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006272PAC01_REFL.jpg,LT50430302006272PAC01,2006-09-29,0,43,30,L1T,LANDSAT_TM,0.0,2006:272:18:32:02.88106,41.37677669,155.32377561
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006256PAC01_REFL.jpg,LT50430302006256PAC01,2006-09-13,0,43,30,L1T,LANDSAT_TM,0.0,2006:256:18:31:51.14350,46.75260973,150.55420851
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006240PAC01_REFL.jpg,LT50430302006240PAC01,2006-08-28,0,43,30,L1T,LANDSAT_TM,0.0,2006:240:18:31:39.78900,51.67602089,145.07455221
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006224PAC01_REFL.jpg,LT50430302006224PAC01,2006-08-12,0,43,30,L1T,LANDSAT_TM,0.0,2006:224:18:31:28.79456,55.92882091,139.5139917
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006208PAC01_REFL.jpg,LT50430302006208PAC01,2006-07-27,0,43,30,L1T,LANDSAT_TM,0.0,2006:208:18:31:17.58969,59.3715474,134.71864068
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006192PAC01_REFL.jpg,LT50430302006192PAC01,2006-07-11,0,43,30,L1T,LANDSAT_TM,0.02,2006:192:18:31:05.20375,61.88886031,131.62737768
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006176PAC01_REFL.jpg,LT50430302006176PAC01,2006-06-25,0,43,30,L1T,LANDSAT_TM,0.03,2006:176:18:30:50.48600,63.31534144,130.96518928
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006160PAC01_REFL.jpg,LT50430302006160PAC01,2006-06-09,0,43,30,L1T,LANDSAT_TM,8.82,2006:160:18:30:34.44563,63.40839275,132.80352559
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006144PAC01_REFL.jpg,LT50430302006144PAC01,2006-05-24,2,43,30,L1T,LANDSAT_TM,24.83,2006:144:18:30:18.09344,61.93022918,136.29426748
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006128PAC01_REFL.jpg,LT50430302006128PAC01,2006-05-08,1,43,30,L1T,LANDSAT_TM,18.02,2006:128:18:30:06.18681,58.8241834,140.15125564
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006112PAC01_REFL.jpg,LT50430302006112PAC01,2006-04-22,6,43,30,L1T,LANDSAT_TM,70.31,2006:112:18:29:53.26931,54.27074286,143.41143198
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006096PAC01_REFL.jpg,LT50430302006096PAC01,2006-04-06,2,43,30,L1T,LANDSAT_TM,26.63,2006:096:18:29:38.43319,48.65597881,145.86772294
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006064PAC01_REFL.jpg,LT50430302006064PAC01,2006-03-05,9,43,30,L1G,LANDSAT_TM,95.87,2006:064:18:29:01.38244,36.2006831,149.47363301
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006048PAC01_REFL.jpg,LT50430302006048PAC01,2006-02-17,6,43,30,L1T,LANDSAT_TM,64.32,2006:048:18:28:40.06713,30.40577539,151.27724697
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006032PAC02_REFL.jpg,LT50430302006032PAC02,2006-02-01,2,43,30,L1T,LANDSAT_TM,27.96,2006:032:18:28:17.77844,25.58859398,153.31858868
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2006/LT50430302006016EDC00_REFL.jpg,LT50430302006016EDC00,2006-01-16,7,43,30,L1G,LANDSAT_TM,80.0,2006:016:18:27:54.56513,22.20075859,155.55462765
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005317PAC01_REFL.jpg,LT50430302005317PAC01,2005-11-13,9,43,30,L1G,LANDSAT_TM,96.99,2005:317:18:26:27.49069,26.44490666,160.64299862
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005301PAC01_REFL.jpg,LT50430302005301PAC01,2005-10-28,3,43,30,L1T,LANDSAT_TM,38.28,2005:301:18:26:06.32213,31.09340392,159.28155026
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005285PAC01_REFL.jpg,LT50430302005285PAC01,2005-10-12,8,43,30,L1T,LANDSAT_TM,81.28,2005:285:18:26:06.71563,36.38351975,156.63348423
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005269PAC01_REFL.jpg,LT50430302005269PAC01,2005-09-26,0,43,30,L1T,LANDSAT_TM,8.63,2005:269:18:26:10.93275,41.85206031,152.71152057
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005253PAC01_REFL.jpg,LT50430302005253PAC01,2005-09-10,5,43,30,L1G,LANDSAT_TM,58.96,2005:253:18:26:12.48025,47.10997488,147.73321831
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005237PAC01_REFL.jpg,LT50430302005237PAC01,2005-08-25,0,43,30,L1T,LANDSAT_TM,0.0,2005:237:18:26:10.80119,51.86584785,142.14171709
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005221PAC01_REFL.jpg,LT50430302005221PAC01,2005-08-09,0,43,30,L1T,LANDSAT_TM,3.62,2005:221:18:26:05.58406,55.92544035,136.60837294
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005205PAC01_REFL.jpg,LT50430302005205PAC01,2005-07-24,0,43,30,L1T,LANDSAT_TM,0.02,2005:205:18:25:57.29513,59.1683701,132.00806296
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005189PAC01_REFL.jpg,LT50430302005189PAC01,2005-07-08,0,43,30,L1T,LANDSAT_TM,0.24,2005:189:18:25:45.35169,61.4827349,129.25422555
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005173PAC01_REFL.jpg,LT50430302005173PAC01,2005-06-22,0,43,30,L1T,LANDSAT_TM,0.36,2005:173:18:25:40.01700,62.71830042,129.05162122
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005157PAC01_REFL.jpg,LT50430302005157PAC01,2005-06-06,6,43,30,L1T,LANDSAT_TM,68.02,2005:157:18:25:33.80200,62.60072573,131.28112827
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005141PAC01_REFL.jpg,LT50430302005141PAC01,2005-05-21,3,43,30,L1T,LANDSAT_TM,40.46,2005:141:18:25:25.44181,60.89491878,134.98570481
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005125PAC01_REFL.jpg,LT50430302005125PAC01,2005-05-05,9,43,30,L1G,LANDSAT_TM,92.71,2005:125:18:25:19.10831,57.5738351,138.90394412
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005109PAC01_REFL.jpg,LT50430302005109PAC01,2005-04-19,8,43,30,L1G,LANDSAT_TM,83.79,2005:109:18:25:13.74856,52.85818504,142.20090551
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005093PAC01_REFL.jpg,LT50430302005093PAC01,2005-04-03,6,43,30,L1G,LANDSAT_TM,69.36,2005:093:18:25:10.84925,47.15781838,144.74789858
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005077PAC01_REFL.jpg,LT50430302005077PAC01,2005-03-18,6,43,30,L1G,LANDSAT_TM,70.53,2005:077:18:25:04.68175,40.95523822,146.77571806
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005061PAC01_REFL.jpg,LT50430302005061PAC01,2005-03-02,9,43,30,L1G,LANDSAT_TM,95.27,2005:061:18:24:53.29563,34.77196736,148.62648794
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005045PAC01_REFL.jpg,LT50430302005045PAC01,2005-02-14,6,43,30,L1T,LANDSAT_TM,63.47,2005:045:18:24:37.56625,29.13989943,150.57214266
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005029PAC02_REFL.jpg,LT50430302005029PAC02,2005-01-29,2,43,30,L1T,LANDSAT_TM,28.39,2005:029:18:24:22.19744,24.57316585,152.74263317
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2005/LT50430302005013PAC01_REFL.jpg,LT50430302005013PAC01,2005-01-13,1,43,30,L1T,LANDSAT_TM,20.86,2005:013:18:24:10.10038,21.50906192,155.07424455
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004363PAC01_REFL.jpg,LT50430302004363PAC01,2004-12-28,9,43,30,L1T,LANDSAT_TM,92.97,2004:363:18:23:59.47375,20.2375708,157.31057
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004347PAC01_REFL.jpg,LT50430302004347PAC01,2004-12-12,9,43,30,L1G,LANDSAT_TM,98.18,2004:347:18:23:44.66275,20.84343566,159.06404856
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004331PAC01_REFL.jpg,LT50430302004331PAC01,2004-11-26,5,43,30,L1T,LANDSAT_TM,53.98,2004:331:18:23:23.61756,23.19343956,159.93709214
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004315PAC01_REFL.jpg,LT50430302004315PAC01,2004-11-10,9,43,30,L1G,LANDSAT_TM,99.59,2004:315:18:23:05.37769,26.97611274,159.64899979
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004299PAC01_REFL.jpg,LT50430302004299PAC01,2004-10-25,7,43,30,L1T,LANDSAT_TM,71.76,2004:299:18:22:47.18981,31.75198258,158.00318343
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004283PAC01_REFL.jpg,LT50430302004283PAC01,2004-10-09,2,43,30,L1T,LANDSAT_TM,24.15,2004:283:18:22:26.78075,37.04759897,154.95071091
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004267PAC01_REFL.jpg,LT50430302004267PAC01,2004-09-23,0,43,30,L1T,LANDSAT_TM,2.17,2004:267:18:22:06.94219,42.4261823,150.62078832
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004251PAC01_REFL.jpg,LT50430302004251PAC01,2004-09-07,0,43,30,L1T,LANDSAT_TM,0.0,2004:251:18:21:44.04413,47.51724625,145.2851782
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004235PAC01_REFL.jpg,LT50430302004235PAC01,2004-08-22,9,43,30,L1G,LANDSAT_TM,100.0,2004:235:18:21:18.88469,52.05458616,139.44615134
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004219PAC01_REFL.jpg,LT50430302004219PAC01,2004-08-06,3,43,30,L1T,LANDSAT_TM,35.61,2004:219:18:20:52.64200,55.87358602,133.83425217
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004203PAC01_REFL.jpg,LT50430302004203PAC01,2004-07-21,0,43,30,L1T,LANDSAT_TM,0.21,2004:203:18:20:33.63894,58.89259674,129.39248466
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004187PAC01_REFL.jpg,LT50430302004187PAC01,2004-07-05,0,43,30,L1T,LANDSAT_TM,0.0,2004:187:18:20:07.94169,60.97421867,126.91734279
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004171PAC02_REFL.jpg,LT50430302004171PAC02,2004-06-19,0,43,30,L1T,LANDSAT_TM,7.44,2004:171:18:19:38.45888,61.94025626,126.95802409
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004155PAC02_REFL.jpg,LT50430302004155PAC02,2004-06-03,0,43,30,L1T,LANDSAT_TM,8.99,2004:155:18:19:11.37713,61.54427252,129.34779253
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004139PAC02_REFL.jpg,LT50430302004139PAC02,2004-05-18,7,43,30,L1G,LANDSAT_TM,72.44,2004:139:18:18:44.22438,59.56464033,133.06566212
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004123PAC02_REFL.jpg,LT50430302004123PAC02,2004-05-02,0,43,30,L1T,LANDSAT_TM,0.0,2004:123:18:18:15.93506,55.99408288,136.88345873
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/2004/LT50430302004107PAC02_REFL.jpg,LT50430302004107PAC02,2004-04-16,6,43,30,L1T,LANDSAT_TM,64.85,2004:107:18:17:49.92744,51.09038209,140.10163592
