browseAvailable,browseURL,sceneID,acquisitionDate,cloudCover,path,row,DATA_TYPE_L1,sensor,cloudCoverFull,sceneStartTime,sunElevation,sunAzimuth
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995322XXX01_REFL.jpg,LT50430301995322XXX01,1995-11-18,6,43,30,L1G,LANDSAT_TM,70.0,1995:322:17:37:39.52400,21.5429248,148.89418235
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995306XXX01_REFL.jpg,LT50430301995306XXX01,1995-11-02,0,43,30,L1T,LANDSAT_TM,0.0,1995:306:17:37:37.23013,25.78392151,147.28847431
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995290XXX01_REFL.jpg,LT50430301995290XXX01,1995-10-17,0,43,30,L1T,LANDSAT_TM,10.0,1995:290:17:38:19.90031,30.66052053,144.39924266
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995274XXX01_REFL.jpg,LT50430301995274XXX01,1995-10-01,0,43,30,L1T,LANDSAT_TM,0.0,1995:274:17:39:11.56506,35.6961204,140.23107121
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995258AAA01_REFL.jpg,LT50430301995258AAA01,1995-09-15,0,43,30,L1T,LANDSAT_TM,10.0,1995:258:17:40:00.15000,40.52768351,135.03744455
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995242AAA02_REFL.jpg,LT50430301995242AAA02,1995-08-30,0,43,30,L1T,LANDSAT_TM,0.0,1995:242:17:40:46.71469,44.91920102,129.30103769
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995226AAA02_REFL.jpg,LT50430301995226AAA02,1995-08-14,0,43,30,L1T,LANDSAT_TM,0.0,1995:226:17:41:31.80450,48.73682573,123.6682822
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995210AAA01_REFL.jpg,LT50430301995210AAA01,1995-07-29,3,43,30,L1T,LANDSAT_TM,40.0,1995:210:17:42:15.81813,51.91329027,118.90043403
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995194XXX02_REFL.jpg,LT50430301995194XXX02,1995-07-13,0,43,30,L1T,LANDSAT_TM,10.0,1995:194:17:42:58.74781,54.38000939,115.76487998
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995178XXX03_REFL.jpg,LT50430301995178XXX03,1995-06-27,0,43,30,L1T,LANDSAT_TM,0.0,1995:178:17:43:43.39781,56.00130237,114.86943303
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995162AAA01_REFL.jpg,LT50430301995162AAA01,1995-06-11,0,43,30,L1T,LANDSAT_TM,10.0,1995:162:17:44:25.69125,56.51566296,116.36106154
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995146XXX01_REFL.jpg,LT50430301995146XXX01,1995-05-26,3,43,30,L1G,LANDSAT_TM,40.0,1995:146:17:45:10.16694,55.6443956,119.78631227
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995130XXX01_REFL.jpg,LT50430301995130XXX01,1995-05-10,6,43,30,L1T,LANDSAT_TM,70.0,1995:130:17:45:53.27319,53.20472095,124.13605983
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995114XXX02_REFL.jpg,LT50430301995114XXX02,1995-04-24,0,43,30,L1T,LANDSAT_TM,0.0,1995:114:17:46:36.77838,49.27834538,128.44552717
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995098XXX01_REFL.jpg,LT50430301995098XXX01,1995-04-08,8,43,30,L1T,LANDSAT_TM,90.0,1995:098:17:47:18.27994,44.18424466,132.20413536
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995082XXX01_REFL.jpg,LT50430301995082XXX01,1995-03-23,6,43,30,L1T,LANDSAT_TM,70.0,1995:082:17:47:57.11688,38.39810348,135.39440861
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995066XXX01_REFL.jpg,LT50430301995066XXX01,1995-03-07,0,43,30,L1T,LANDSAT_TM,10.0,1995:066:17:48:38.06125,32.47060912,138.26140879
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995050XXX01_REFL.jpg,LT50430301995050XXX01,1995-02-19,0,43,30,L1T,LANDSAT_TM,10.0,1995:050:17:49:15.57631,26.9435677,141.02189273
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995034XXX01_REFL.jpg,LT50430301995034XXX01,1995-02-03,2,43,30,L1T,LANDSAT_TM,30.0,1995:034:17:49:54.40219,22.3557486,143.82993367
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995018XXX01_REFL.jpg,LT50430301995018XXX01,1995-01-18,8,43,30,L1G,LANDSAT_TM,90.0,1995:018:17:50:31.60175,19.15825585,146.64003733
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1995/LT50430301995002XXX01_REFL.jpg,LT50430301995002XXX01,1995-01-02,0,43,30,L1T,LANDSAT_TM,10.0,1995:002:17:51:06.35919,17.66926303,149.23928581
Y,http://earthexplorer.usgs.gov/browse/tm/43/30/1994/LT50430301994351AAA02_REFL.jpg,LT50430301994351AAA02,1994-12-17,1,43,30,L1G,LANDSAT_TM,20.0,1994:351:17:51:38.89688,18.00875133,151.28778973
