browseAvailable,browseURL,sceneID,acquisitionDate,cloudCover,path,row,DATA_TYPE_L1,sensor,cloudCoverFull,sceneStartTime,sunElevation,sunAzimuth
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015321EDC00_REFL.jpg,LE70430302015321EDC00,2015-11-17,9,43,30,L1Gt,LANDSAT_ETM_SLC_OFF,99.34,2015:321:18:38:50.1690000,26.22600937,163.93815613
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015305EDC00_REFL.jpg,LE70430302015305EDC00,2015-11-01,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,80.08,2015:305:18:38:32.4523750,30.71261597,163.12939453
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015289EDC00_REFL.jpg,LE70430302015289EDC00,2015-10-16,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,9.16,2015:289:18:38:18.8914999,35.97542572,160.98097229
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015257EDC00_REFL.jpg,LE70430302015257EDC00,2015-09-14,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,94.36,2015:257:18:38:00.6447499,47.02915192,152.97337341
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015241EDC00_REFL.jpg,LE70430302015241EDC00,2015-08-29,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,71.48,2015:241:18:37:55.3839999,52.0949173,147.72409058
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015225EDC00_REFL.jpg,LE70430302015225EDC00,2015-08-13,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2015:225:18:37:55.3006249,56.49408722,142.32229614
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015209EDC00_REFL.jpg,LE70430302015209EDC00,2015-07-28,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2015:209:18:37:50.1690000,60.07057571,137.60247803
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015193EDC00_REFL.jpg,LE70430302015193EDC00,2015-07-12,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,72.29,2015:193:18:37:48.6670625,62.69792557,134.5271759
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015177EDC00_REFL.jpg,LE70430302015177EDC00,2015-06-26,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2015:177:18:37:41.5667500,64.21388245,133.86784363
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015161EDC00_REFL.jpg,LE70430302015161EDC00,2015-06-10,2,43,30,L1T,LANDSAT_ETM_SLC_OFF,23.8,2015:161:18:37:40.7549999,64.37689209,135.7244873
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015145EDC00_REFL.jpg,LE70430302015145EDC00,2015-05-25,6,43,30,L1T,LANDSAT_ETM_SLC_OFF,63.11,2015:145:18:37:32.4533125,62.95115662,139.22904968
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015129EDC00_REFL.jpg,LE70430302015129EDC00,2015-05-09,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.2,2015:129:18:37:28.2798750,59.87506866,143.02163696
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015113EDC00_REFL.jpg,LE70430302015113EDC00,2015-04-23,2,43,30,L1T,LANDSAT_ETM_SLC_OFF,21.36,2015:113:18:37:19.8164374,55.3428688,146.16299438
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015097EDC00_REFL.jpg,LE70430302015097EDC00,2015-04-07,8,43,30,L1T,LANDSAT_ETM_SLC_OFF,84.91,2015:097:18:37:14.4317500,49.73914337,148.46739197
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015081EDC00_REFL.jpg,LE70430302015081EDC00,2015-03-22,5,43,30,L1T,LANDSAT_ETM_SLC_OFF,54.75,2015:081:18:37:06.9730625,43.53866959,150.20985413
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015065EDC00_REFL.jpg,LE70430302015065EDC00,2015-03-06,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.7,2015:065:18:36:58.1435625,37.25177002,151.7668457
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015049EDC00_REFL.jpg,LE70430302015049EDC00,2015-02-18,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.65,2015:049:18:36:49.8323124,31.39859962,153.43934631
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015033EDC00_REFL.jpg,LE70430302015033EDC00,2015-02-02,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,94.0,2015:033:18:36:46.2071875,26.48679543,155.37594604
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015017EDC00_REFL.jpg,LE70430302015017EDC00,2015-01-17,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,93.11,2015:017:18:36:38.5043125,22.98770714,157.59121704
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2015/LE70430302015001EDC00_REFL.jpg,LE70430302015001EDC00,2015-01-01,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,2.17,2015:001:18:36:35.7663124,21.22285843,159.83807373
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014350EDC00_REFL.jpg,LE70430302014350EDC00,2014-12-16,8,43,30,L1G,LANDSAT_ETM_SLC_OFF,86.06,2014:350:18:36:35.0281250,21.34524345,161.77876282
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014334EDC03_REFL.jpg,LE70430302014334EDC03,2014-11-30,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,73.74,2014:334:18:36:26.7416875,23.2907238,163.02822876
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014318EDC00_REFL.jpg,LE70430302014318EDC00,2014-11-14,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,93.36,2014:318:18:36:20.1417499,26.7930069,163.24409485
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014302EDC00_REFL.jpg,LE70430302014302EDC00,2014-10-29,9,43,30,L1T,LANDSAT_ETM_SLC_OFF,93.46,2014:302:18:36:12.6721874,31.44636536,162.20022583
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014286EDC00_REFL.jpg,LE70430302014286EDC00,2014-10-13,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,1.22,2014:286:18:36:02.7170624,36.78648376,159.80796814
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014254EDC00_REFL.jpg,LE70430302014254EDC00,2014-09-11,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2014:254:18:35:41.6304374,47.75907898,151.36027527
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014238EDC00_REFL.jpg,LE70430302014238EDC00,2014-08-26,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,3.86,2014:238:18:35:41.2549999,52.68107986,145.95518494
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014222EDC00_REFL.jpg,LE70430302014222EDC00,2014-08-10,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.03,2014:222:18:35:44.3736250,56.9187355,140.57023621
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014206EDC00_REFL.jpg,LE70430302014206EDC00,2014-07-25,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2014:206:18:35:40.7055624,60.31760025,136.0380249
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014190EDC02_REFL.jpg,LE70430302014190EDC02,2014-07-09,8,43,30,L1G,LANDSAT_ETM_SLC_OFF,88.26,2014:190:18:35:36.5322500,62.75579071,133.31091309
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014174EDC00_REFL.jpg,LE70430302014174EDC00,2014-06-23,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.07,2014:174:18:35:31.7469999,64.0578537,133.08062744
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014158EDC00_REFL.jpg,LE70430302014158EDC00,2014-06-07,1,43,30,L1T,LANDSAT_ETM_SLC_OFF,17.26,2014:158:18:35:29.4916875,63.97256851,135.2903595
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014142EDC00_REFL.jpg,LE70430302014142EDC00,2014-05-22,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,2.12,2014:142:18:35:26.6775624,62.27988434,138.95568848
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014126EDC00_REFL.jpg,LE70430302014126EDC00,2014-05-06,5,43,30,L1T,LANDSAT_ETM_SLC_OFF,60.66,2014:126:18:35:18.0108749,58.95295715,142.73065186
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014110EDC00_REFL.jpg,LE70430302014110EDC00,2014-04-20,1,43,30,L1T,LANDSAT_ETM_SLC_OFF,18.61,2014:110:18:35:14.4173125,54.22253799,145.79473877
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014094EDC00_REFL.jpg,LE70430302014094EDC00,2014-04-04,9,43,30,L1T,LANDSAT_ETM_SLC_OFF,92.31,2014:094:18:35:03.9956250,48.49423599,148.05566406
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014078EDC00_REFL.jpg,LE70430302014078EDC00,2014-03-19,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.86,2014:078:18:34:59.1078125,42.25314331,149.81129456
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014062EDC00_REFL.jpg,LE70430302014062EDC00,2014-03-03,8,43,30,L1T,LANDSAT_ETM_SLC_OFF,89.55,2014:062:18:34:51.1729375,36.01377106,151.43028259
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014046EDC00_REFL.jpg,LE70430302014046EDC00,2014-02-15,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,97.67,2014:046:18:34:49.9894374,30.29896355,153.18940735
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014030EDC00_REFL.jpg,LE70430302014030EDC00,2014-01-30,6,43,30,L1T,LANDSAT_ETM_SLC_OFF,69.9,2014:030:18:34:56.2819374,25.60846901,155.20291138
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2014/LE70430302014014EDC00_REFL.jpg,LE70430302014014EDC00,2014-01-14,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.77,2014:014:18:34:38.7468124,22.40320015,157.46806335
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013363EDC00_REFL.jpg,LE70430302013363EDC00,2013-12-29,8,43,30,L1T,LANDSAT_ETM_SLC_OFF,84.56,2013:363:18:34:30.6298124,20.9745121,159.70014954
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013347EDC00_REFL.jpg,LE70430302013347EDC00,2013-12-13,2,43,30,L1T,LANDSAT_ETM_SLC_OFF,21.92,2013:347:18:34:25.5384374,21.43501854,161.54705811
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013331EDC00_REFL.jpg,LE70430302013331EDC00,2013-11-27,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,9.24,2013:331:18:34:21.5436874,23.68033981,162.62536621
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013315EDC00_REFL.jpg,LE70430302013315EDC00,2013-11-11,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,75.75,2013:315:18:34:15.3725625,27.41317558,162.61108398
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013299EDC00_REFL.jpg,LE70430302013299EDC00,2013-10-26,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,1.12,2013:299:18:34:09.0169374,32.21114731,161.30003357
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013283EDC00_REFL.jpg,LE70430302013283EDC00,2013-10-10,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,2.12,2013:283:18:34:02.3427499,37.60707092,158.63400269
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013267EDC00_REFL.jpg,LE70430302013267EDC00,2013-09-24,7,43,30,L1T,LANDSAT_ETM_SLC_OFF,75.55,2013:267:18:33:48.3146250,43.15219498,154.69842529
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013251EDC00_REFL.jpg,LE70430302013251EDC00,2013-09-08,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2013:251:18:33:39.8213125,48.46282196,149.74107361
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013235EDC00_REFL.jpg,LE70430302013235EDC00,2013-08-23,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.1,2013:235:18:33:27.7942500,53.24415207,144.21520996
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013203EDC00_REFL.jpg,LE70430302013203EDC00,2013-07-22,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2013:203:18:33:24.7860624,60.5130806,134.5007019
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013187EDC00_REFL.jpg,LE70430302013187EDC00,2013-07-06,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.1,2013:187:18:33:32.0238125,62.78329468,132.21775818
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013171EDC00_REFL.jpg,LE70430302013171EDC00,2013-06-20,4,43,30,L1T,LANDSAT_ETM_SLC_OFF,50.38,2013:171:18:33:42.7381249,63.89017487,132.48806763
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013155EDC00_REFL.jpg,LE70430302013155EDC00,2013-06-04,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2013:155:18:33:46.2792500,63.57454681,135.10528564
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013139EDC00_REFL.jpg,LE70430302013139EDC00,2013-05-19,6,43,30,L1T,LANDSAT_ETM_SLC_OFF,64.08,2013:139:18:33:56.7971874,61.63057327,138.9646759
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013123EDC00_REFL.jpg,LE70430302013123EDC00,2013-05-03,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.28,2013:123:18:33:59.3001874,58.0737114,142.76295471
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013107EDC00_REFL.jpg,LE70430302013107EDC00,2013-04-17,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,1.59,2013:107:18:34:03.0556249,53.16822815,145.79016113
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013091EDC00_REFL.jpg,LE70430302013091EDC00,2013-04-01,7,43,30,L1G,LANDSAT_ETM_SLC_OFF,71.51,2013:091:18:34:07.7610625,47.34007645,148.03862
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013075EDC00_REFL.jpg,LE70430302013075EDC00,2013-03-16,8,43,30,L1T,LANDSAT_ETM_SLC_OFF,83.31,2013:075:18:34:12.0802500,41.08314896,149.8321228
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013059EDC00_REFL.jpg,LE70430302013059EDC00,2013-02-28,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,96.99,2013:059:18:34:13.3512500,34.91631699,151.53125
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013043ASN00_REFL.jpg,LE70430302013043ASN00,2013-02-12,4,43,30,L1T,LANDSAT_ETM_SLC_OFF,42.94,2013:043:18:34:17.4155625,29.36246872,153.39315796
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013027EDC00_REFL.jpg,LE70430302013027EDC00,2013-01-27,5,43,30,L1T,LANDSAT_ETM_SLC_OFF,56.2,2013:027:18:34:17.2638125,24.91818619,155.50950623
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2013/LE70430302013011EDC00_REFL.jpg,LE70430302013011EDC00,2013-01-11,5,43,30,L1T,LANDSAT_ETM_SLC_OFF,53.91,2013:011:18:34:13.8893125,22.0048008,157.79489136
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012361EDC00_REFL.jpg,LE70430302012361EDC00,2012-12-26,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,98.31,2012:361:18:34:14.1458125,20.90166092,159.99154663
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012345EDC00_REFL.jpg,LE70430302012345EDC00,2012-12-10,4,43,30,L1T,LANDSAT_ETM_SLC_OFF,50.72,2012:345:18:34:07.2714375,21.68535233,161.73506165
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012329EDC00_REFL.jpg,LE70430302012329EDC00,2012-11-24,8,43,30,L1G,LANDSAT_ETM_SLC_OFF,87.91,2012:329:18:34:04.3991874,24.2142601,162.64477539
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012313EDC00_REFL.jpg,LE70430302012313EDC00,2012-11-08,8,43,30,L1T,LANDSAT_ETM_SLC_OFF,81.84,2012:313:18:33:56.7790625,28.16343307,162.41574097
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012297EDC00_REFL.jpg,LE70430302012297EDC00,2012-10-23,4,43,30,L1G,LANDSAT_ETM_SLC_OFF,45.97,2012:297:18:33:54.1285624,33.0977478,160.87088013
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012281EDC00_REFL.jpg,LE70430302012281EDC00,2012-10-07,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2012:281:18:33:43.1956249,38.54846573,157.97358704
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012265EDC00_REFL.jpg,LE70430302012265EDC00,2012-09-21,0,43,30,L1G,LANDSAT_ETM_SLC_OFF,3.2,2012:265:18:33:34.9271249,44.07672501,153.83746338
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012249EDC00_REFL.jpg,LE70430302012249EDC00,2012-09-05,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2012:249:18:33:26.7409374,49.31227493,148.74201965
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012233EDC00_REFL.jpg,LE70430302012233EDC00,2012-08-20,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.05,2012:233:18:33:16.3094999,53.97884369,143.18232727
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012217EDC00_REFL.jpg,LE70430302012217EDC00,2012-08-04,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.0,2012:217:18:33:05.0125625,57.89240646,137.89002991
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012201EDC00_REFL.jpg,LE70430302012201EDC00,2012-07-19,5,43,30,L1T,LANDSAT_ETM_SLC_OFF,57.68,2012:201:18:32:54.9698125,60.93242264,133.78659058
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012185EDC00_REFL.jpg,LE70430302012185EDC00,2012-07-03,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.05,2012:185:18:32:41.7083749,62.97205734,131.7772522
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012169EDC00_REFL.jpg,LE70430302012169EDC00,2012-06-17,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.14,2012:169:18:32:31.3597500,63.80971909,132.34773254
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012153EDC00_REFL.jpg,LE70430302012153EDC00,2012-06-01,0,43,30,L1T,LANDSAT_ETM_SLC_OFF,0.15,2012:153:18:32:29.4886250,63.18772125,135.12678528
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012121EDC00_REFL.jpg,LE70430302012121EDC00,2012-04-30,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,99.38,2012:121:18:32:31.5580625,57.10541534,142.5907135
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012105EDC00_REFL.jpg,LE70430302012105EDC00,2012-04-14,6,43,30,L1T,LANDSAT_ETM_SLC_OFF,66.87,2012:105:18:32:08.1058750,52.01774979,145.5173645
Y,http://earthexplorer.usgs.gov/browse/etm/43/30/2012/LE70430302012089EDC00_REFL.jpg,LE70430302012089EDC00,2012-03-29,9,43,30,L1G,LANDSAT_ETM_SLC_OFF,94.3,2012:089:18:32:11.9483749,46.0864296,147.70877075
